field_id,block,valid_strict,action_label_strict,raw_response,attempts,input_tokens,output_tokens,errors,invalid_class,semantic_action_relaxed,would_relaxed_parse,class_detail
cent_al_f07_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f24_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f12_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f02_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_sign_reversed,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f19_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f17_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f03_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f18_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f24_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f22_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f22_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f16_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f22_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f11_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f17_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f18_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f20_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f13_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f19_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f00_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f20_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_unimodal,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f05_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f02_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f24_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_small_imbalance,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f20_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f16_n9_p8,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f13_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_small_imbalance,block_1,True,stay,"{""social_action"":""stay""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f19_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f07_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f00_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f17_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",2,1024,29,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f11_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f24_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",3,1536,44,ValueError: response is not strict JSON || ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f12_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f16_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_small_imbalance,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f03_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f20_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f03_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f11_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_unimodal,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f22_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f08_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f16_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_antipodal,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_al_f11_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f07_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f11_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f01_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f10_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",2,1024,28,ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f08_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_positive_polar,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f07_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_unimodal,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f12_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f03_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f13_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f29_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f13_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_exact_antipodal,block_1,True,retard,"{""social_action"":""retard""}",3,1536,45,ValueError: response is not strict JSON || ValueError: response is not strict JSON,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f13_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_sparse_unimodal,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f05_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f23_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f07_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f21_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f07_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f00_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f06_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f28_n9_p8,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f25_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f04_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f00_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f15_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f17_n9_p8,block_1,False,,,3,1536,48,ValueError: response is not strict JSON || ValueError: response is not strict JSON || ValueError: response is not strict JSON,raw_unavailable,,False,trace discarded failed raw_response
cent_ctrl_exact_antipodal,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_sign_reversed,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f05_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f26_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f00_n17_p16,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f05_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f27_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_ctrl_unimodal_sign_reversed,block_1,True,stay,"{""social_action"":""stay""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f02_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f09_n9_p8,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f14_n17_p16,block_1,True,retard,"{""social_action"":""retard""}",1,512,13,,valid,,True,strict parse succeeds offline (trace inconsistency)
cent_al_f19_n9_p8,block_1,True,advance,"{""social_action"":""advance""}",1,512,12,,valid,,True,strict parse succeeds offline (trace inconsistency)
